id,date,lon,lat,x,y,x.se,y.se,logit_g,logit_g.se,g
205537,2020-12-02T15:00:00Z,0.9763072323972128,0.7596824106225664,108.68202396824793,84.0038267097888,0.23650961763259007,0.27455700214280676,-0.4355952471663232,2.28033429285964,0.3927910327100437
205537,2020-12-02T23:00:00Z,0.9782116270742488,0.758543154311286,108.894020213965,83.87784306296884,0.40710780968286225,0.49292471175543606,-0.4364206665996047,2.2160884577019644,0.3925941824577113
205537,2020-12-03T07:00:00Z,0.9773994583840014,0.7571739120176707,108.80361000892843,83.72642666512995,0.09871093450091604,0.1011741874956493,-0.444710891929318,1.8685861283887066,0.390619032267054
205537,2020-12-03T15:00:00Z,0.9720361689641637,0.7564363320109279,108.20657136173513,83.64486207955427,0.26577177708749655,0.32123262063465774,-0.47085469593119167,1.7988526481766451,0.38441396850472137
205537,2020-12-03T23:00:00Z,0.9767046270369436,0.7574151867085924,108.72626173718675,83.75310780106904,0.8005006539618137,0.972348950900826,-0.6052156870734983,1.6762834034587528,0.35315133530365345
205537,2020-12-04T07:00:00Z,0.9781001638511821,0.7582880272784269,108.88161218473104,83.84963007135835,0.11023580115772964,0.12104890651441448,-0.8730976798788767,1.3960708238305515,0.2946101483144364
205537,2020-12-04T15:00:00Z,0.9759182716822543,0.759756845229693,108.63872505952018,84.01205799584494,0.09477517742660553,0.09645267307858844,-0.9946435447584823,1.2363775415404579,0.2699958669089319
205537,2020-12-04T23:00:00Z,0.9797667179607191,0.7675107722587281,109.06713213958415,84.86952003790658,0.25863588866538895,0.2734183201812187,-1.0609824940024266,1.1370118109650438,0.25712174359028644
205537,2020-12-05T07:00:00Z,0.9759761897141964,0.7566338493486321,108.6451724653437,83.6667043456546,0.3378097495725619,0.40984068348850194,-1.0750466618133196,1.0125528940084707,0.2544445339089213
205537,2020-12-05T15:00:00Z,0.9749671536658447,0.7579742761442954,108.53284708624915,83.81493418897206,0.22337673290223153,0.2666195596578852,-0.8754903202075566,1.1335965003194526,0.2941131662094632
205537,2020-12-05T23:00:00Z,0.9754300943360629,0.7556698661397465,108.58438140592533,83.56010319293766,0.2350872473312647,0.2140168504936549,-0.6385233052752128,1.2123016754569935,0.34558042449397763
205537,2020-12-06T07:00:00Z,0.9757205619095236,0.7559787703227171,108.61671610829494,83.59426306124516,0.1860305273576786,0.196756541829603,-0.445829261751244,1.2381850795893725,0.3903528527964822
205537,2020-12-06T15:00:00Z,0.9761855355924921,0.7603650710642879,108.66847674191526,84.07931812423752,0.3269677071070358,0.3832770701410487,-0.3574403307251639,1.237433908421734,0.4115793306076183
205537,2020-12-06T23:00:00Z,0.9758582529004659,0.756504714564369,108.63204379929346,83.65242409878618,0.10163207522905303,0.10430012422504105,-0.10599119224102725,1.1891641551518304,0.4735269807518673
205537,2020-12-07T07:00:00Z,0.9784944725074137,0.7567482526850027,108.92550642355812,83.67935552977767,0.2144595042206965,0.45408258093665715,0.027687545724286666,1.1295007264069583,0.5069214442716808
205537,2020-12-07T15:00:00Z,0.9764783300771066,0.7617954502903085,108.70107047484962,84.23749541291475,0.15688411295446397,0.18397092947739557,0.10295411181817617,1.0714718677299158,0.5257158172938623
205537,2020-12-07T23:00:00Z,0.9761880456341102,0.75634869939344,108.66875615847006,83.6351713105881,0.26079026264175253,0.3146198013938517,0.18074089239300523,1.104435038919855,0.5450626171120327
205537,2020-12-08T07:00:00Z,0.9767733087890991,0.7581257937951197,108.73390735486348,83.8316896295769,0.5397595670609767,0.6323104603033973,0.3390187251492931,1.1220881247042709,0.583952139867537
205537,2020-12-08T15:00:00Z,0.9792156867447601,0.7664305439492941,109.0057916252124,84.75006372910298,0.10454712603911119,0.10786437283758746,0.4358503050780995,1.1066657618150273,0.6072697985290667
205537,2020-12-08T23:00:00Z,0.970144461182222,0.7507760660487757,107.99598741471972,83.01892740250554,0.32253350091079247,0.35802777666222607,0.5795548420506917,1.047936860296329,0.6409649690654362
